	Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	Final Grouping	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Unnamed: 50	Unnamed: 51
37	ERX1005451	ERR926176	6/24/2015 8:31	1/16/2016 17:10	7126692.0	1069003800.0	7126692.0	150.0	458.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926176/ERR926176.sralite.1	13189861	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636035	SAMEA3182851	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182851							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	71F3669505773817F3E6A76DF9803A7A	89BD16B56BC6388D5359AE347E96FD7F				
38	ERX1005452	ERR926177	6/24/2015 8:31	1/16/2016 16:27	5630451.0	844567650.0	5630451.0	150.0	359.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926177/ERR926177.sralite.1	13189862	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636020	SAMEA3182836	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182836							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	B661766CEB00D48D1BBB2E179EB7AA3F	5F2A1D71D2E18203A72B766085EED7BE				
39	ERX1005453	ERR926178	6/24/2015 8:31	1/16/2016 16:46	9776216.0	1466432400.0	9776216.0	150.0	620.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926178/ERR926178.sralite.1	13189863	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636021	SAMEA3182837	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182837							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	1AB7264BE2896BA5291859FE9EB125F1	FC564AFB658817B7AA8CE6C4BC46C0B7				
40	ERX1005454	ERR926179	6/24/2015 8:31	1/16/2016 20:54	6528291.0	979243650.0	6528291.0	150.0	423.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926179/ERR926179.sralite.1	13189864	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636022	SAMEA3182838	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182838							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	CD8289A85D049DF93427777D57A1CB29	89DC76C9E02DA67C2026039EA6F81B5B				
41	ERX1005455	ERR926180	6/24/2015 8:31	1/16/2016 14:58	8902589.0	1335388350.0	8902589.0	150.0	575.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926180/ERR926180.sralite.1	13189865	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636023	SAMEA3182839	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182839							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	32C6FF0E3007428A0C25EC5638809D54	B709B0107FC4AC1E99AABC17238745CB				
42	ERX1005456	ERR926181	6/24/2015 8:31	1/16/2016 17:15	7289448.0	1093417200.0	7289448.0	150.0	465.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926181/ERR926181.sralite.1	13189866	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636024	SAMEA3182840	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182840							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	300110633BDA25A4E2B93746C18CDCB9	48E2E6DEC39E290B9B8FFD398ABFC8A4				
43	ERX1005457	ERR926182	6/24/2015 8:31	1/16/2016 14:50	6460702.0	969105300.0	6460702.0	150.0	411.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926182/ERR926182.sralite.1	13189867	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636025	SAMEA3182841	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182841							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	C2793B0222E3459B317D0B9F5057C026	D7C17B9A21DDA7D1F7FDA9A0A20CA119				
44	ERX1005458	ERR926183	6/24/2015 8:31	1/16/2016 18:02	5226738.0	784010700.0	5226738.0	150.0	331.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926183/ERR926183.sralite.1	13189868	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636026	SAMEA3182842	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182842							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	79550A44B8B326E3B2DC2E3A570B0485	698D0D7A28E286F879634075DCB316A3				
45	ERX1005459	ERR926184	6/24/2015 8:31	1/16/2016 15:54	8585522.0	1287828300.0	8585522.0	150.0	551.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926184/ERR926184.sralite.1	13189869	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636027	SAMEA3182843	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182843							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	80947422808C4FD59A5127445F55FE9C	9772CA0DDB129064178A3EEAE65EFD69				
46	ERX1005460	ERR926185	6/24/2015 8:31	1/16/2016 13:56	8398858.0	1259828700.0	8398858.0	150.0	534.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926185/ERR926185.sralite.1	13189870	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636028	SAMEA3182844	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182844							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	25DB06B38DA83D153F2E0C6CCB12FDED	BFFD940D02AB02471BFE0363F3ED218A				
47	ERX1005461	ERR926186	6/24/2015 8:31	1/16/2016 13:11	9987627.0	1498144050.0	9987627.0	150.0	641.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926186/ERR926186.sralite.1	13189871	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636029	SAMEA3182845	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182845							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	7C84C54E3EC049D0466B6C1A8564636C	DC26113D0A3EF45E4D127F90D876AF03				
48	ERX1005462	ERR926187	6/24/2015 8:31	1/16/2016 19:46	6249147.0	937372050.0	6249147.0	150.0	396.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926187/ERR926187.sralite.1	13189872	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636030	SAMEA3182846	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182846							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	9DF466CAF31DB5F5BEE1127AC376521F	7F007CCBD867EDBD8C2C644028B8F9A1				
49	ERX1005463	ERR926188	6/24/2015 8:31	1/16/2016 14:02	10751516.0	1612727400.0	10751516.0	150.0	681.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926188/ERR926188.sralite.1	13189873	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636031	SAMEA3182847	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182847							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	7F0A26A1BB8202D312189D19EF40A533	56EE6FB32D50BB2340CB56F0F813BC5A				
50	ERX1005464	ERR926189	6/24/2015 8:31	1/16/2016 20:08	6104413.0	915661950.0	6104413.0	150.0	396.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926189/ERR926189.sralite.1	13189874	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636032	SAMEA3182848	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182848							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	1A61D05A19B6C53DD982C972CBF6AB7D	9E8F95A10048469ACE48002584968E50				
51	ERX1005465	ERR926190	6/24/2015 8:31	1/16/2016 18:46	7561885.0	1134282750.0	7561885.0	150.0	490.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926190/ERR926190.sralite.1	13189875	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636033	SAMEA3182849	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182849							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	B56C472AC275373ACF9D3BBC13B99944	895BD58638669D59A769BB8CD4122E74				
52	ERX1005466	ERR926191	6/24/2015 8:31	1/16/2016 14:01	8105631.0	1215844650.0	8105631.0	150.0	513.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926191/ERR926191.sralite.1	13189876	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636034	SAMEA3182850	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182850							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	2D83415880E83521287FC6E74EB48E90	4D66077974E847C3ACAAA596E60E5D9A				
53	ERX1005467	ERR926192	6/24/2015 8:31	1/16/2016 16:26	8265487.0	1239823050.0	8265487.0	150.0	525.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/926/ERR926192/ERR926192.sralite.1	13189877	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS636036	SAMEA3182852	simple	1773.0	Mycobacterium tuberculosis	SAMEA3182852							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA450050		public	5FD52FEB6DAB56853203CEF67B849C34	F424298F1AAE123BE2539DE1FCD1EB8F				
54	ERX1048360	ERR971383	7/29/2015 2:33	1/19/2016 7:41	17410415.0	2611562250.0	17410415.0	150.0	1144.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971383/ERR971383.sralite.1	13417341	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686761	SAMEA3310395	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310395							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	F379A11979C7821E95D31EF63240A26F	3C7D3D3BD1CF4C81A1C67FF314FFB165				
55	ERX1048361	ERR971384	7/29/2015 2:33	1/19/2016 7:23	13202688.0	1980403200.0	13202688.0	150.0	854.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971384/ERR971384.sralite.1	13417342	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686762	SAMEA3310396	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310396							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	646B89B4DA6E0549045A20E99688E7CD	9774D718B501EE5F1BB6F98B6948207F				
56	ERX1048362	ERR971385	7/29/2015 2:33	1/19/2016 3:27	17951919.0	2692787850.0	17951919.0	150.0	1175.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971385/ERR971385.sralite.1	13417343	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686763	SAMEA3310397	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310397							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	7985B225CEC2E455BA7C5E01C4CB9A67	AEE6D531B6CE735492AA18050633FC49				
57	ERX1048363	ERR971386	7/29/2015 2:33	1/19/2016 1:15	17950444.0	2692566600.0	17950444.0	150.0	1192.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971386/ERR971386.sralite.1	13417344	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686764	SAMEA3310398	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310398							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	48171B22B9C61AACF6FC3C5B8E54D48B	2E8A7C842B31E1D70034DE6BC1917C7E				
58	ERX1048364	ERR971387	7/29/2015 2:33	1/19/2016 1:02	18345368.0	2751805200.0	18345368.0	150.0	1221.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971387/ERR971387.sralite.1	13417345	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686765	SAMEA3310399	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310399							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	8A225163F3F227E7FD3BCE5705920D7D	6E5AD963CF71909A20874CA7631B48BD				
59	ERX1048365	ERR971388	7/29/2015 2:33	1/19/2016 2:00	17845224.0	2676783600.0	17845224.0	150.0	1220.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971388/ERR971388.sralite.1	13417346	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686766	SAMEA3310400	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310400							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	2670B8CB1B9F972B34E8BF7D134A8525	40C2D68402169842BD8AAB48C94B3B1F				
60	ERX1048366	ERR971389	7/29/2015 2:33	1/19/2016 3:44	16268847.0	2440327050.0	16268847.0	150.0	1476.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971389/ERR971389.sralite.1	13417347	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686767	SAMEA3310401	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310401							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	C607309647DF1FF4D417838FF0A9D996	92AE9BB1897B340C92730C5E12F43513				
61	ERX1048367	ERR971390	7/29/2015 2:33	1/19/2016 3:44	14492042.0	2173806300.0	14492042.0	150.0	1309.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971390/ERR971390.sralite.1	13417348	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686768	SAMEA3310402	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310402							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	66218EA7CE82C7B67C767F32F1C88600	1466D34D37B230BA39189CEE9C434901				
62	ERX1048368	ERR971391	7/29/2015 2:33	1/19/2016 2:31	16393445.0	2459016750.0	16393445.0	150.0	1492.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971391/ERR971391.sralite.1	13417349	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686769	SAMEA3310403	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310403							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	7CD53F2088537B29FF61D57E2B1E399C	54330514F01305649CD65AF61482A17D				
63	ERX1048369	ERR971392	7/29/2015 2:33	1/19/2016 3:41	15819431.0	2372914650.0	15819431.0	150.0	1424.0	GCA_000195955.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR000/971/ERR971392/ERR971392.sralite.1	13417350	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	550.0	0.0	ILLUMINA	Illumina HiSeq 2000	2005.0	ERP009144	PRJEB8106		287895.0	ERS686770	SAMEA3310404	simple	1773.0	Mycobacterium tuberculosis	SAMEA3310404							no					THE WELLCOME TRUST SANGER INSTITUTE	ERA461251		public	2A724BCD7D8D70FEF604E32A35665653	37667F8B71EBF25DBDFC86223DC791D5				
64	ERX10846488	ERR11439181	9/13/2023 15:45	9/18/2023 2:44	1716240.0	171624000.0	0.0	100.0	140.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR011/11439/ERR11439181/ERR11439181.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	DNBSEQ	DNBSEQ-G400	2006.0	ERP147167	PRJEB62085		979593.0	ERS15424175	SAMEA113429049	simple	83332.0	Mycobacterium tuberculosis H37Rv	M. tuberculosis H37Rv Gly (TCC) glyV							no					CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	ERA23350533		public	16F9680A5ED8A48BE1682C8F0D5A3ECC	55DE6F9056998B6BBAE20CC868F98D7B				
65	ERX10864294	ERR11458137	9/13/2023 15:45	9/18/2023 2:48	20290443.0	3043566450.0	0.0	150.0	1645.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR011/11458/ERR11458137/ERR11458137.lite.1		RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	DNBSEQ	DNBSEQ-G400	2006.0	ERP147167	PRJEB62085		979593.0	ERS15532764	SAMEA113536339	simple	83332.0	Mycobacterium tuberculosis H37Rv	SAMEA113536339							no					CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE	ERA23427654		public	CD4191C8540388B413E0E49F600FB98E	27E16FA43928D12772AED20804708736				
66	ERX1101427	ERR1022493	9/22/2017 7:55	9/26/2017 11:15	152206984.0	15220698400.0	0.0	100.0	6935.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/022/ERR1022493.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	182.0	ERP012221	PRJEB10919		411807.0	ERS853141	SAMEA3545992	simple	83332.0	Mycobacterium tuberculosis H37Rv	SAMEA3545992							no					RACHELPJLAI	ERA486526		public	DAD28710591865672F22C3E08CD4F7FF	DC14874E5F83FF3B4C046F1CB1B72364				
67	ERX1101428	ERR1022494	9/22/2017 7:55	9/26/2017 11:13	18759446.0	1500755680.0	0.0	80.0	689.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/022/ERR1022494/ERR1022494.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	1002.0	ERP012221	PRJEB10919		411807.0	ERS853142	SAMEA3545993	simple	83332.0	Mycobacterium tuberculosis H37Rv	SAMEA3545993							no					RACHELPJLAI	ERA486526		public	A51887D3173A0D5AD7365112B1D99729	5632D06EE16AE527F7DDBC373BC26635				
68	ERX1101429	ERR1022495	9/22/2017 7:55	9/26/2017 11:14	159867491.0	15986749100.0	0.0	100.0	7165.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/ERR001/022/ERR1022495.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	1002.0	ERP012221	PRJEB10919		411807.0	ERS853143	SAMEA3545994	simple	83332.0	Mycobacterium tuberculosis H37Rv	SAMEA3545994							no					RACHELPJLAI	ERA486526		public	2F4D21E9FF32D0E4708A626DAC314E03	CFC1750AD63F0BBCFBD89CB3C650C1A4				
69	ERX1101430	ERR1022496	9/22/2017 7:55	9/26/2017 11:14	19318490.0	1545479200.0	0.0	80.0	707.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/ERR001/022/ERR1022496/ERR1022496.sralite.1	unspecified	RNA-Seq	RANDOM	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	182.0	ERP012221	PRJEB10919		411807.0	ERS853140	SAMEA3545991	simple	83332.0	Mycobacterium tuberculosis H37Rv	SAMEA3545991							no					RACHELPJLAI	ERA486526		public	40984C92F2EDA7300647AD3011813281	B143CF8C8E1F1E6696FB784DFDC22094				
70	ERX12012889	ERR12638548	3/2/2024 3:39	3/9/2024 19:53	13872564.0	1054314864.0	0.0	76.0	414.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR012/12638/ERR12638548/ERR12638548.lite.1	Carrier Control 1_s	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2007.0	ERP157091	PRJEB72302		1084471.0	ERS18095923	SAMEA115172672	simple	1773.0	Mycobacterium tuberculosis	E-MTAB-13761:Carrier Control 1							no					AG	ERA28329913		public	77FC9A5579A27F6AC41DA7ED827CB2ED	B19ED580AF4D4DAA9F0FE496400D9367				
71	ERX12012890	ERR12638549	3/2/2024 3:42	3/13/2024 9:37	13178880.0	1001594880.0	0.0	76.0	392.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR012/12638/ERR12638549/ERR12638549.lite.1	Carrier Control 2_s	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2007.0	ERP157091	PRJEB72302		1084471.0	ERS18095924	SAMEA115172673	simple	1773.0	Mycobacterium tuberculosis	E-MTAB-13761:Carrier Control 2							no					AG	ERA28329913		public	EE6025F5F0C91C9642E671A59AB66BD8	A6A7C98073DA79F0EEDF77AAEB08E18B				
72	ERX12012891	ERR12638550	3/1/2024 22:55	3/9/2024 11:06	12068620.0	917215120.0	0.0	76.0	360.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/ERR012/12638/ERR12638550/ERR12638550.lite.1	Carrier Control 3_s	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2007.0	ERP157091	PRJEB72302		1084471.0	ERS18095925	SAMEA115172674	simple	1773.0	Mycobacterium tuberculosis	E-MTAB-13761:Carrier Control 3							no					AG	ERA28329913		public	85DC75EB4C63647FADB08A082E7CBCE9	97E20473449D99E84E940F26538EA0B3				
73	ERX12012892	ERR12638551	3/2/2024 3:42	3/9/2024 22:41	10629032.0	807806432.0	0.0	76.0	313.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR012/12638/ERR12638551/ERR12638551.lite.1	Niclosamide 1_s	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2008.0	ERP157091	PRJEB72302		1084471.0	ERS18095926	SAMEA115172675	simple	1773.0	Mycobacterium tuberculosis	E-MTAB-13761:Niclosamide 1							no					AG	ERA28329913		public	68F192A609F1A90E6AE1628F10B0EFC0	34AAE8929F149EF54DE850F93C463777				
74	ERX12012893	ERR12638552	3/1/2024 22:39	3/9/2024 9:47	13605993.0	1034055468.0	0.0	76.0	402.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-7/ERR012/12638/ERR12638552/ERR12638552.lite.1	Niclosamide 2_s	RNA-Seq	RANDOM PCR	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 500	2008.0	ERP157091	PRJEB72302		1084471.0	ERS18095927	SAMEA115172676	simple	1773.0	Mycobacterium tuberculosis	E-MTAB-13761:Niclosamide 2							no					AG	ERA28329913		public	F48CFEC4882724FAF9A0DC7E2A9A9551	D9881AD53D1C1ECE0535CA27BBC1B0B5				
